county,state,msa,pmsa,pop.density,pop,pop.change,age6574,age75,crime,college,income,farm,democrat,republican,Perot,white,black,turnout
Barry,MI,,,92,50057,11.8000001907,6.8000001907,4.8000001907,2724,10.8000001907,34126,4.1999998093,35.2000007629,38.5999984741,25.6000003815,98.7454299927,0.2077631503,49.1419792175
Bay,MI,6960,,252,111723,-6.5,7.9000000954,5.5,4307,11,34034,1.8999999762,48.7000007629,30.1000003815,20.7000007629,96.4412002563,1.1116780043,48.6515769958
Benzie,MI,,,39,12200,12.6000003815,10.3000001907,6.9000000954,3522,15.1000003815,24795,2,39.5999984741,35.5999984741,24.2000007629,97.237701416,0.2459016442,56.1639328003
Berrien,MI,870,,283,161378,-5.6999998093,8,5.6999998093,7519,16.7000007629,32219,2.0999999046,37.0999984741,42,20.2000007629,82.5756912231,15.4122619629,43.1378517151
Branch,MI,,,83,41502,4.1999998093,7.6999998093,5.5999999046,3377,10.3000001907,29389,6.4000000954,35.2999992371,36,28.2000007629,97.050743103,1.6987133026,39.9812049866
Calhoun,MI,3720,,195,135982,-2.2999999523,7.6999998093,5.5999999046,7158,13.8000001907,32576,2.0999999046,43.5,33.7000007629,22.2000007629,87.3181762695,10.5771350861,43.1689491272
Cass,MI,,,100,49477,-0.8000000119,7.9000000954,5.1999998093,3911,9.1999998093,31686,4.9000000954,39.7000007629,36.4000015259,23.3999996185,90.6016921997,7.5287508965,40.9948043823
Charlevoix,MI,,,53,21468,11.6000003815,8.3999996185,6,2769,16,29608,1.6000000238,35.2999992371,34.9000015259,29.2000007629,97.7874069214,0.0791876316,53.6845550537
Cheboygan,MI,,,30,21398,5.5,10.3000001907,7.0999999046,3279,10,24396,1.1000000238,41,35.5999984741,23,97.3782577515,0.0701000094,50.7710990906
Chippewa,MI,,,23,34604,22.7999992371,7.1999998093,5.4000000954,3025,10.8000001907,25384,1.5,39.7999992371,40,19.7999992371,81.9356155396,6.3114089966,39.4376373291
Clare,MI,,,47,24952,10.8000001907,10.8999996185,6.8000001907,5003,6.8000001907,20674,2,44,32.2000007629,23.1000003815,98.8497924805,0.1603077948,48.74559021
Clinton,MI,4040,,104,57883,6.3000001907,5.4000000954,3.9000000954,2663,14.6000003815,40234,8.1000003815,33.2999992371,40.2999992371,26,97.8508377075,0.3766218126,52.414352417
Crawford,MI,,,23,12260,37.0999984741,8.8999996185,6,4646,12.6000003815,24688,0,38,37,24.2999992371,96.2642745972,2.1533441544,48.3278961182
Delta,MI,,,33,37780,-1.8999999762,8.6999998093,6.5999999046,3060,11.3000001907,28260,1.2999999523,46.7000007629,33.5999984741,19.3999996185,97.4563293457,0.0423504487,47.543674469
Dickinson,MI,,,35,26831,6.5999999046,9.8999996185,8.3999996185,2356,13,30228,0.5,43.7000007629,32.7999992371,23.2000007629,98.8856201172,0.0857217386,48.5669555664
Eaton,MI,4040,,165,92879,7.8000001907,5.6999998093,4.1999998093,5034,18.5,40690,3.9000000954,35,39,25.5,94.2613525391,3.5637764931,51.5541725159
Emmet,MI,,,56,25040,13.3000001907,7.8000001907,6.3000001907,4799,19.2000007629,30657,0.8999999762,32.0999984741,40.0999984741,27,96.3338623047,0.5311501622,52.8434486389
Genesee,MI,2162,2640,678,430459,-3.7999999523,6.0999999046,4.0999999046,7722,12.8000001907,36760,0.400000006,52.5999984741,23.8999996185,23.1000003815,78.2074508667,19.5737571716,46.461566925
Gladwin,MI,,,45,21896,15.3000001907,10.8999996185,6.5,2969,6.5,22563,3.2000000477,41.4000015259,33.5999984741,24.6000003815,99.0774536133,0.0867738426,49.2144699097
Gogebic,MI,,,16,18052,-9.1000003815,12.6999998093,11.1999998093,2781,11.3999996185,23350,0.5,51.9000015259,30.7999992371,16.7000007629,96.864616394,1.3461111784,51.1023712158
Grand Traverse,MI,,,145,64273,22.6000003815,6.8000001907,5.4000000954,3696,22.1000003815,33373,1.1000000238,32.2999992371,39.5,27.6000003815,98.0489501953,0.4029685855,53.6166038513
Gratiot,MI,,,69,38982,-2.5,7.3000001907,6.4000000954,2917,10.8999996185,29328,9.3000001907,35.7999992371,39.5,24.2999992371,97.0370941162,0.8414139748,40.7341842651
Hillsdale,MI,,,74,43431,5.5999999046,7.4000000954,5.8000001907,2577,11.3000001907,30120,7.6999998093,29.2999992371,42.4000015259,27.7999992371,98.8211212158,0.2601828277,41.1940765381
Houghton,MI,,,35,35446,-5.4000000954,9.1000003815,8.8000001907,2043,18,23800,0.6999999881,43.2000007629,36.7000007629,19.3999996185,97.2436981201,0.4457484484,42.8059577942
Huron,MI,,,42,34951,-4.0999999046,10.5,7.8000001907,2395,8.8999996185,26357,10.3000001907,36.2000007629,39,24.3999996185,99.0729904175,0.062945269,47.5866203308
Ingham,MI,4040,,504,281912,2.2999999523,5,3.7000000477,6985,29.2000007629,37361,0.8000000119,46,32.7999992371,20.7000007629,84.1336975098,9.8743581772,47.458782196
Ionia,MI,,,101,57024,11.8999996185,5.6999998093,4.4000000954,2831,8.8999996185,33577,6.5,35.0999984741,38.2999992371,26.1000003815,93.1905899048,5.2662038803,41.7753944397
Iosco,MI,,,55,30209,6.5999999046,8.8999996185,6.1999998093,3791,10.3999996185,23364,1.1000000238,39.7999992371,36.4000015259,23.2000007629,95.8853302002,2.0920917988,44.6621856689
Iron,MI,,,11,13175,-3.7000000477,14.8999996185,12.1000003815,2983,10,21235,1.1000000238,52.0999984741,28.2000007629,19.2000007629,98.8842468262,0.0303605311,53.1309280396
Isabella,MI,,,98,54624,3.9000000954,5,3.4000000954,4567,21.5,28753,3.0999999046,39.9000015259,35,24.7000007629,95.5843582153,1.1624926329,40.3430709839
Jackson,MI,3520,,215,149756,0.200000003,7.1999998093,5.0999999046,5718,12.8999996185,33967,1.8999999762,36.5999984741,39.2999992371,23.5,90.5185775757,8.0016822815,43.166217804
Kalamazoo,MI,3720,,402,223411,6.1999998093,6,4.5999999046,6798,27.1000003815,38397,0.8999999762,41.9000015259,36.5999984741,20.8999996185,88.3694152832,8.8979501724,46.4874153137
Kalkaska,MI,,,25,13497,28.2000007629,8.1999998093,5.0999999046,4448,7.0999999046,24638,0.8999999762,35.7000007629,33.7999992371,29.7999992371,98.6960067749,0.0740905404,47.6105804443
Kent,MI,3000,,598,500631,15.1999998093,6.0999999046,4.6999998093,6254,20.7000007629,37783,0.6000000238,33.9000015259,47.5,18,88.7104492188,8.0526371002,48.4494552612
Keweenaw,MI,,,3,1701,-13.1000003815,14.8999996185,14.5,3151,11.1000003815,18459,0,49.5999984741,32.2000007629,18.1000003815,99.2357406616,0.0587889478,68.9594345093
Lake,MI,,,16,8583,17.1000003815,12.8999996185,8.3999996185,7215,6.5999999046,18333,1.8999999762,51.7000007629,26.2999992371,21.6000003815,85.4829330444,13.3519744873,52.9651641846
Lapeer,MI,2162,2160,120,74768,12.1000003815,5.1999998093,3.5,2437,9.3000001907,39036,4.4000000954,34.2000007629,35.0999984741,30,97.7008895874,0.6459982991,46.9238166809
Leelanau,MI,,,50,16527,23.5,8.8000001907,6.0999999046,1843,24.1000003815,32323,4.5999999046,33.7999992371,39.2000007629,26.3999996185,96.5571517944,0.0968112797,61.6385307312
Lenawee,MI,2162,440,125,91476,4.6999998093,7.0999999046,5,3255,12.8999996185,35210,4.3000001907,39.0999984741,36.2999992371,24.2000007629,94.3668289185,1.5643447638,43.0331459045
Livingston,MI,2162,440,216,115645,22.2999992371,5.0999999046,3.0999999046,3226,19.6000003815,49910,1.3999999762,28.8999996185,44.5999984741,25.8999996185,98.202255249,0.5819534063,53.3831977844
Luce,MI,,,6,5763,-15.8000001907,9.8999996185,7.3000001907,3031,9.6000003815,23343,0.400000006,37.2999992371,36.7999992371,25.3999996185,94.0135345459,0.0347041488,45.1674461365
Mackinac,MI,,,11,10674,5.5999999046,9.8999996185,7.0999999046,7363,10.3999996185,23097,1.7999999523,38.4000015259,38.0999984741,23.1000003815,83.8954467773,0.0468427949,55.9958763123
Macomb,MI,2162,2160,1516,717400,4.8000001907,7.6999998093,4.5999999046,5696,13.5,44586,0.1000000015,37.4000015259,42.2999992371,19.5,96.6944503784,1.4496793747,48.6810722351
Manistee,MI,,,40,21265,-4.8000001907,10.1999998093,8.1000003815,3031,10.5,25115,1.6000000238,44.5999984741,30,25.1000003815,98.0531387329,0.2539384067,54.7895584106
Marquette,MI,,,39,70887,-3.5999999046,6.1999998093,5,3180,20.2999992371,30249,0.200000003,50.7000007629,30.6000003815,18.2000007629,95.9654083252,1.650514245,44.6189002991
Mason,MI,,,53,25537,0.200000003,9.6000003815,7.5,4954,11.8000001907,26271,2.9000000954,36.9000015259,39,23.7000007629,97.7287826538,0.6069624424,51.2276306152
Mecosta,MI,,,69,37308,4.3000001907,6.8000001907,4.5,4798,17.8999996185,26719,2.9000000954,38.5,38.2000007629,22.7999992371,95.7944641113,2.6214215755,42.4439811707
Menominee,MI,,,24,24920,-6.0999999046,9.3999996185,7.8000001907,3743,9.3000001907,26141,2.5,41.0999984741,36,22.3999996185,98.1701431274,0.0280898884,44.4703063965
Midland,MI,6960,,150,75651,5.9000000954,5.9000000954,4,3057,27.3999996185,40028,1.7000000477,34.5999984741,41.7999992371,23.2000007629,97.1117401123,0.9504170418,51.0555038452
Missaukee,MI,,,22,12147,27.2999992371,9,5.9000000954,1765,8,23910,4.9000000954,31.2000007629,46.7000007629,21.6000003815,98.9133148193,0.0246974565,49.8723983765
Monroe,MI,2162,2160,247,133600,1,6.0999999046,4.3000001907,4995,10.5,40532,2.5999999046,42.2999992371,34.2999992371,23,96.8720092773,1.7507485151,44.184879303
Montcalm,MI,,,78,53059,16.6000003815,7.3000001907,5.0999999046,3714,8.1999998093,27040,3.2000000477,38.2999992371,37,24.2000007629,96.5265045166,1.8093066216,42.9333381653
Montmorency,MI,,,17,8936,24.8999996185,13.8999996185,9,3376,8.6999998093,21090,2.4000000954,39.7000007629,37.4000015259,22.5,99.160697937,0.0111906892,53.6145935059
Muskegon,MI,3000,,318,158983,2.7999999523,7.6999998093,5.3000001907,7603,11.1000003815,30152,0.5,45.2000007629,33,21.2000007629,84.2423400879,13.5970516205,45.255153656
Newaygo,MI,,,48,38202,16.7000007629,8.1000003815,5.5,3176,10.5,26601,3.0999999046,36,40.9000015259,22.6000003815,96.2200927734,1.225066781,46.8980674744
Oakland,MI,2162,2160,1282,1083592,10.6000003815,6.5,4.4000000954,4995,30.2000007629,50980,0.1000000015,38.5999984741,43.5999984741,17.1000003815,89.579284668,7.1510310173,51.2886772156
Oceana,MI,,,42,22454,4.3000001907,8.1999998093,5.5,2223,10.3999996185,25786,4.5,36.4000015259,37.4000015259,25.7000007629,94.4642410278,0.2583058774,47.0161209106
Ogemaw,MI,,,35,18681,19.5,11.3000001907,6.9000000954,5670,7.1999998093,21110,1.7999999523,44,32.2000007629,23.2999992371,98.9722213745,0.0963545814,48.851776123
Ontonagon,MI,,,7,8854,-11.1999998093,10.6000003815,8.8999996185,2840,9.1999998093,26663,1.7000000477,51.7000007629,30.7999992371,17,98.5204391479,0.0451773219,53.5915985107
Osceola,MI,,,36,20146,9,8.5,5.5,3177,8.6999998093,24716,4.5,37.5999984741,38.5,23.5,98.7739486694,0.2829345763,46.5402565002
Oscoda,MI,,,15,7842,19.8999996185,13,7.5999999046,5201,7.9000000954,21044,2.4000000954,38.4000015259,41.2999992371,19.7000007629,99.2221374512,0.0255036987,48.8523330688
Otsego,MI,,,37,17957,27.3999996185,8.1000003815,5.4000000954,3774,13.6999998093,30446,1.2000000477,34,36.9000015259,28.6000003815,98.774848938,0.1002394632,51.2724838257
Ottawa,MI,3000,,349,187768,25.5,5.5999999046,4.1999998093,3245,18.7000007629,40377,1.7000000477,23.1000003815,59.0999984741,17.5,95.6898956299,0.5309743881,51.2392959595
Presque Isle,MI,,,21,13743,-2.7999999523,11.8999996185,7.9000000954,1986,8.6999998093,25199,3.5,45,32.5999984741,21.8999996185,99.3087387085,0.0800407454,53.4453887939
Roscommon,MI,,,40,19776,27.3999996185,16.1000003815,8.8000001907,7291,7.9000000954,20870,0.1000000015,43.7000007629,34.7000007629,21.2000007629,99.0948638916,0.1870954633,60.715007782
Saginaw,MI,6960,,263,211946,-6.8000001907,6.9000000954,5.0999999046,7667,13,33391,2.2000000477,45.2000007629,33.0999984741,21.2000007629,78.0529022217,17.3860321045,45.7215499878
St. Clair,MI,2162,2160,207,145607,8.1000003815,7.1999998093,5.0999999046,4476,10.6999998093,35678,1.5,35,36.7000007629,27.7000007629,96.3511352539,2.051412344,45.898891449
St. Joseph,MI,,,118,58913,5.9000000954,7.3000001907,5.8000001907,3756,10.8999996185,32134,4.3000001907,32.5999984741,41,25.8999996185,96.1774139404,2.7158691883,40.6888122559
Sanilac,MI,,,42,39928,0.1000000015,9,6.5999999046,1399,8.3999996185,26984,7.9000000954,31.2999992371,42.0999984741,26.1000003815,98.2568588257,0.0976758152,46.9795646667
Schoolcraft,MI,,,7,8302,-1.1000000238,10.5,8,3431,8.8999996185,24066,0.8000000119,51.7999992371,30.2999992371,17.5,93.4112243652,0.0843170285,49.735004425
Shiawassee,MI,,,131,69770,-0.400000006,6.5999999046,4.5999999046,2936,10.3000001907,34557,5.3000001907,39,33.7999992371,26.7000007629,98.4463272095,0.1332951188,46.3809661865
Tuscola,MI,,,69,55498,-1.5,7,5,2089,8.1000003815,31781,7.0999999046,37,35,27.3999996185,97.3927001953,0.8612923026,44.4448432922
Van Buren,MI,3720,,118,70060,8.3000001907,7.0999999046,5.5,5685,12.1000003815,29265,3.9000000954,41.2000007629,34.2999992371,24,90.1926956177,6.6942620277,43.1587219238
Washtenaw,MI,2162,440,406,282937,8.8000001907,4.4000000954,3.0999999046,6792,41.9000015259,47308,1.2000000477,53.2999992371,30.1000003815,15.8999996185,83.5486373901,11.2109766006,48.5853729248
Wayne,MI,2162,2160,3413,2111687,-10.3000001907,7.5999999046,4.9000000954,9248,13.6999998093,34099,0,60.4000015259,27,12.1000003815,57.3952026367,40.2099838257,39.8716773987
Wexford,MI,,,48,26360,8,8.1000003815,5.6999998093,4547,12.6000003815,27328,1.1000000238,38.9000015259,37.2999992371,23.2000007629,98.7860412598,0.1289833039,47.7048568726
Aitkin,MN,,,7,12425,-5.5999999046,13.8999996185,9.6000003815,3313,9.5,21263,6.6999998093,45,28.5,25.7999992371,98.1408462524,0.1046277657,60.837020874
Anoka,MN,5120,,611,243641,32.0999984741,3.5,2,4929,15.5,42931,0.3000000119,42,30.2999992371,27,97.1884841919,0.5290570855,53.3654022217
Becker,MN,,,22,27881,-3.2000000477,8.6000003815,7.8000001907,3679,12,24994,8.6999998093,36.2000007629,39.5999984741,23.6000003815,92.7118835449,0.0717334375,49.1445770264
Beltrami,MN,,,14,34384,15.8000001907,6.1999998093,5.4000000954,5222,20.3999996185,25133,3.2999999523,45.0999984741,32.5999984741,21.7000007629,82.6227340698,0.2908329368,46.495464325
Benton,MN,6980,,77,30185,25,5.6999998093,5.9000000954,3107,14.8000001907,31942,8.6000003815,35.9000015259,35.2000007629,28.2000007629,98.8471069336,0.2020871341,47.6097412109
Big Stone,MN,,,12,6285,-22.8999996185,11.3000001907,12.3999996185,1272,10.1000003815,23893,17.8999996185,47.0999984741,30.7999992371,21.6000003815,99.2362747192,0.0636435971,54.4152755737
Blue Earth,MN,,,72,54044,3,6.3000001907,5.8000001907,4236,22.7000007629,32550,6.8000001907,41.4000015259,31.6000003815,26.2000007629,97.4169158936,0.4644363821,51.5265350342
Brown,MN,,,44,26984,-6,8.8999996185,8.6999998093,2305,12.3000001907,30681,13.3000001907,31.3999996185,39.5999984741,28.2000007629,99.2847595215,0.0444707982,50.478061676
Carlton,MN,,,34,29259,-1,8.6000003815,6.8000001907,3590,12.1999998093,30208,2.7999999523,52.5,26.6000003815,20.3999996185,95.0989456177,0.1469633281,50.4015846252
Carver,MN,5120,,146,47915,40.2999992371,4.5,3.9000000954,2036,21.3999996185,43554,6.4000000954,31.3999996185,38.2999992371,29.8999996185,98.4389038086,0.2149640024,55.5233230591
Cass,MN,,,11,21791,8.5,11,8.1999998093,5640,11.3999996185,22022,5,40.2000007629,35.0999984741,24.1000003815,88.6099777222,0.1789729744,55.9726486206
Chippewa,MN,,,22,13228,-13.1999998093,10.3000001907,10.6000003815,1246,10.8999996185,27361,17.7999992371,44.2999992371,32.4000015259,22.7000007629,99.1381912231,0.04535833,50.0226783752
Chisago,MN,5120,,77,30521,25.8999996185,6.4000000954,5.6999998093,3584,11.8999996185,35229,7.3000001907,41.2999992371,28.1000003815,29.7999992371,98.9089508057,0.2129681259,56.0892486572
Clay,MN,2520,,49,50422,3.5,6.3000001907,5.5999999046,4356,21.5,32983,4.5,41.9000015259,41.2000007629,16.2999992371,96.3111343384,0.3292213678,46.5630073547
Clearwater,MN,,,8,8309,-7,9.1999998093,10.3000001907,3101,9.8000001907,21572,14.5,42.2000007629,35,22.3999996185,92.2252960205,0.0240702853,45.2280654907
Cook,MN,,,3,3868,-0.5,9.3999996185,7.0999999046,4722,20.7000007629,27839,0.1000000015,38.4000015259,33.5,26.8999996185,92.2957611084,0.1292657703,67.683555603
Cottonwood,MN,,,19,12694,-16.5,10.6999998093,11.8000001907,1400,12.3000001907,26756,19.6000003815,35.7999992371,37.2999992371,26.2999992371,98.9680175781,0.0945328474,52.3948326111
Crow Wing,MN,,,47,44249,11.3000001907,9.6000003815,7.6999998093,3904,13.5,27274,1.7000000477,36.2999992371,37.0999984741,25.8999996185,98.6169204712,0.2146941125,55.4566192627
Dakota,MN,5120,,520,275227,52.4000015259,3.7999999523,2.5999999046,3929,27.6000003815,47136,0.8000000119,40.5,33.2999992371,25.6000003815,96.2311096191,1.239340663,57.0728874207
Dodge,MN,,,37,15731,9.6000003815,7.0999999046,6.1999998093,1927,11.6999998093,33582,14.3000001907,32.9000015259,38.2000007629,28,98.7222671509,0.0762825012,50.6770057678
Douglas,MN,,,46,28674,4.6999998093,9.3000001907,8.8000001907,3422,12.6999998093,26886,8.3000001907,33.0999984741,40.0999984741,26.1000003815,99.2711181641,0.0488247201,55.3079452515
Faribault,MN,,,23,16937,-16.5,10.6999998093,11,2815,12,27606,17.2999992371,36.5,37.5999984741,25.3999996185,98.4235687256,0.0590423346,54.0001182556
Fillmore,MN,,,24,20777,-6.4000000954,10,10.1999998093,888,10.5,27151,23.1000003815,37.2999992371,33.5999984741,28.2999992371,99.4224395752,0.0336911008,51.2971076965
Freeborn,MN,,,46,33060,-10.6999998093,9.8999996185,8.6999998093,2428,11.5,29604,11.5,43.5999984741,28.6000003815,27.3999996185,97.450088501,0.0332728364,53.880821228
Goodhue,MN,,,54,40690,6.0999999046,7.5999999046,8.1999998093,3477,14.1000003815,35151,11.8000001907,37.2999992371,34.5,27.2000007629,98.5524673462,0.2015237212,52.2241325378
Grant,MN,,,11,6246,-15,11.6000003815,12.3999996185,2466,11.3999996185,24616,19.8999996185,42.5999984741,32.7999992371,24.1000003815,99.5036849976,0.0480307415,58.6935653687
Hennepin,MN,5120,,1871,1032431,10.6000003815,6.1999998093,5.0999999046,6860,31.6000003815,44189,0.1000000015,47.5,30.6000003815,21.1000003815,89.3348770142,5.8225684166,56.8191947937
Houston,MN,3870,,34,18497,2.2000000477,8.1999998093,7.6999998093,1414,14.3999996185,30937,15.3000001907,35.7999992371,36.9000015259,25.7999992371,99.2809677124,0.1351570487,56.5010528564
Hubbard,MN,,,17,14939,9.5,9.8999996185,7.9000000954,3628,14.6999998093,24127,5.0999999046,39.0999984741,37.5999984741,22.7000007629,97.9784469604,0.0267755538,57.4938087463
Isanti,MN,5120,,61,25921,12.8999996185,5.5,5.5999999046,2491,11.5,35154,7.5,40.2999992371,29.7999992371,29.2000007629,98.6960372925,0.2623355687,51.5643692017
Itasca,MN,,,16,40863,-3.7000000477,9.1000003815,6.8000001907,1935,12.5,27252,1.8999999762,46.2000007629,28.6000003815,24.7000007629,96.3169631958,0.0954408646,50.9947891235
Jackson,MN,,,16,11677,-15.5,10.1000003815,9.8000001907,1784,10,28370,25.2999992371,39.7000007629,29.2000007629,30.7000007629,97.7477111816,0.0171276871,53.5411491394
Kanabec,MN,,,25,12802,6.6999998093,8.1999998093,6.4000000954,1997,8.8999996185,27445,12.1000003815,40.2999992371,29.7999992371,29.2000007629,98.8595504761,0.1562255919,49.1173248291
Kandiyohi,MN,,,50,38761,7.1999998093,7.9000000954,7.0999999046,3851,15.6999998093,30629,9.6000003815,40.2999992371,34.5,24.7999992371,97.6161575317,0.2192925811,50.7107658386
Kittson,MN,,,5,5767,-16.1000003815,10.8000001907,10.8999996185,1284,12.5,29643,15.6999998093,43.7999992371,36.7999992371,18.7000007629,99.3930969238,0,51.7426719666
Koochiching,MN,,,5,16299,-8.1000003815,8.5,6.5,3822,10.3999996185,28211,2.4000000954,46.5,26.2000007629,26.7000007629,95.9138565063,0.2760905623,45.8003540039
Lac qui Parle,MN,,,11,8924,-18.5,11.6000003815,11.5,1659,10.8999996185,25987,30.6000003815,47.0999984741,28.8999996185,23.3999996185,99.3612747192,0.1232631132,55.6701049805
Lake,MN,,,5,10415,-19.1000003815,10,7.5,1393,12.1999998093,28067,0.6000000238,53.7000007629,23,22.6000003815,99.2030715942,0.0288046096,61.0369644165
Lake of the Woods,MN,,,3,4076,14.5,9.8000001907,7.1999998093,3705,11,29121,7.6999998093,36.0999984741,34.7000007629,28.6000003815,99.1658477783,0.0245338567,53.9254188538
Le Sueur,MN,,,52,23239,0.400000006,8,7.0999999046,1402,13.1000003815,32752,11.6999998093,39,32.2999992371,28.1000003815,99.3028945923,0.0559404455,51.4393920898
Lincoln,MN,,,13,6890,-17.3999996185,12.3000001907,12.8999996185,1920,8.3999996185,24286,32.0999984741,42.7999992371,29.7999992371,26.6000003815,99.5210418701,0.0290275756,52.7721328735
Lyon,MN,,,34,24789,-2.7000000477,7.9000000954,7.5999999046,2397,16.7999992371,30582,12.1999998093,36.4000015259,37.2999992371,25.7999992371,98.5275726318,0.2662471235,49.7155990601
McLeod,MN,,,66,32030,9.1999998093,7.5,7.3000001907,3061,11.6999998093,35033,12,32.0999984741,35.2999992371,32.0999984741,98.941619873,0.0999063402,47.9144554138
Mahnomen,MN,,,9,5044,-9.1000003815,9.6999998093,8.6000003815,2682,10.5,20406,20.7000007629,43.2999992371,35.7000007629,20.2000007629,75.9912796021,0.0198255349,47.3632049561
Marshall,MN,,,6,10993,-17.8999996185,9.8999996185,8.3999996185,1437,10.1999998093,26132,19.2999992371,39.7999992371,36.7999992371,22.5,99.0539398193,0.0181933958,52.7881393433
Martin,MN,,,32,22914,-8.5,10,9.8000001907,3326,13,29856,13.8999996185,34.5999984741,38.2000007629,26.6000003815,99.1271743774,0.0392772965,50.6633491516
Meeker,MN,,,34,20846,0.8000000119,9.1000003815,8,3178,10,29210,15.6000003815,36.5999984741,33.2000007629,29.6000003815,98.7383651733,0.1103329211,50.5612602234
Mille Lacs,MN,,,33,18670,4.4000000954,8.6000003815,8.5,4288,9.3999996185,27170,9.5,39.9000015259,30.7000007629,28.6000003815,96.2453155518,0.144617036,49.0305290222
Morrison,MN,,,26,29604,1.2999999523,8.5,7.0999999046,2408,9,26784,18.1000003815,38.7000007629,34.9000015259,25.7000007629,99.337928772,0.111471422,48.783946991
Mower,MN,,,52,37385,-8,10.8000001907,9.3999996185,3095,12.8999996185,29144,9.5,49.2000007629,25.5,24.7000007629,98.6839675903,0.1899157465,54.0591163635
Murray,MN,,,14,9660,-16.1000003815,11.3000001907,9.3000001907,797,8.5,26889,31.3999996185,38.2000007629,30.8999996185,30.5,99.6894378662,0,53.9648017883
Nicollet,MN,,,63,28076,6.0999999046,5.6999998093,5.3000001907,3087,22.3999996185,36521,9.1999998093,40.2999992371,33.9000015259,25.2999992371,98.4328231812,0.3169967234,53.565322876
Nobles,MN,,,28,20098,-7.9000000954,9.3000001907,9.1999998093,1665,11.1000003815,28427,18.6000003815,37.7999992371,35.7000007629,26,96.5618438721,0.2438053489,49.4079017639
Norman,MN,,,9,7975,-17.7999992371,10.6000003815,11.6999998093,1399,9.6999998093,26413,14.6999998093,43.2999992371,37.4000015259,18.7999992371,98.6332321167,0.0501567386,51.6739807129
Olmsted,MN,6820,,169,106470,20.1000003815,5.3000001907,4.6999998093,3996,29.5,43196,3.2999999523,33.5999984741,41.2999992371,24.3999996185,95.6889266968,0.7401145697,53.2187461853
Otter Tail,MN,,,26,50714,-1.1000000238,9.8999996185,9.5,2885,13,26805,13.1000003815,34.4000015259,41.5,23.5,98.9687271118,0.0611271039,52.5890274048
Pennington,MN,,,22,13306,-12.8000001907,8,8.8999996185,4162,13.6999998093,27301,9.3000001907,40.5,33.9000015259,25.1000003815,98.4518280029,0.0826694742,47.7904701233
Pine,MN,,,16,21264,10.1999998093,8.6999998093,7.0999999046,4615,9.5,26131,8.6999998093,45.5999984741,26.2999992371,27.2999992371,95.8145217896,1.6553800106,50.8512039185
Pipestone,MN,,,22,10491,-11.1000003815,10.6999998093,10.1999998093,612,9.8999996185,26995,21,34.2999992371,37.7999992371,27.6000003815,97.6551361084,0.0571918786,49.2803344727
Polk,MN,2985,,16,32498,-7.1999998093,9,8.8000001907,2855,12.8999996185,28373,6.6999998093,39.2000007629,39,21.2999992371,96.9321212769,0.2246292084,45.9535980225
Pope,MN,,,16,10745,-7.8000001907,11.5,10.6999998093,1957,10.1999998093,24177,22,43.9000015259,31.6000003815,23.2999992371,99.5625839233,0.0465332717,55.5607261658
Ramsey,MN,5120,,3120,485765,5.6999998093,6.5999999046,5.5999999046,6213,28.7999992371,39926,0,52,27.1000003815,20.1000003815,88.0419540405,4.6676893234,51.8594398499
Red Lake,MN,,,10,4525,-19.7999992371,9.6000003815,8.8999996185,2073,9.3000001907,25141,18.7000007629,46.2999992371,31.3999996185,21.3999996185,98.8950271606,0,48.6408843994
Redwood,MN,,,19,17254,-12.1000003815,10.5,10.1000003815,2146,11.1000003815,27182,23.7000007629,30.7000007629,38.2000007629,30.3999996185,97.8034057617,0.1564854532,51.657585144
Renville,MN,,,18,17673,-15,10.3999996185,9.8999996185,1240,10.1999998093,28109,24,38.2999992371,32,29.1000003815,98.5797576904,0.0396084413,50.4724731445
Rice,MN,,,101,49183,9.3000001907,6.0999999046,5.6999998093,3372,19.2999992371,35587,7.0999999046,45.2000007629,29.1000003815,25.1000003815,97.7593917847,0.3537807763,49.0271034241
Rock,MN,,,20,9806,-8.3999996185,10.3999996185,9.3999996185,997,10.8000001907,28811,25.2000007629,37.5999984741,38.7000007629,23.2999992371,99.2351608276,0.1223740578,54.4360580444
Roseau,MN,,,9,15026,23.6000003815,6.9000000954,6.5999999046,2740,10.1999998093,30251,14.3999996185,32.2999992371,38.2999992371,28.8999996185,98.3229064941,0.026620524,48.3761482239
St. Louis,MN,2240,,32,198213,-10.6999998093,9.1000003815,7.8000001907,3744,17.2999992371,31150,0.5,56.7999992371,22.6000003815,20,96.8922348022,0.5579856038,54.8980140686
Scott,MN,5120,,174,57846,42.2000007629,4,3.2999999523,3907,17.2000007629,43890,4.1999998093,34.7999992371,33.9000015259,30.7000007629,97.816619873,0.4615703821,55.6926994324
Sherburne,MN,5120,,105,41945,53.5,3.9000000954,3.2000000477,3347,16.7000007629,39261,3,35.9000015259,33.5999984741,29.8999996185,98.1809539795,0.6270115376,52.0705680847
Sibley,MN,,,24,14366,-7.5999999046,9,8.6999998093,467,8.8999996185,29436,23,33.7000007629,32.2000007629,33.5,99.2551879883,0.0348044001,50.013923645
Stearns,MN,6980,,90,118791,12.1000003815,5.8000001907,4.6999998093,3408,17.5,32949,8.3000001907,36.0999984741,37.9000015259,25,98.5436630249,0.3485112488,49.9532775879
